"MODEL","SCENARIO","REGION","VARIABLE","UNIT",2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Agriculture","Mt SO2/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Energy Sector","Mt SO2/yr",4.15584986411999,3.81513161810029,3.13557441224465,2.91387504178006,2.49824617356837,2.16394752702208,1.88079325181986,1.6196,1.3804,1.144
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Forest Burning","Mt SO2/yr",0.201520106491,0.208359054717678,0.222242333154351,0.235425499666241,0.247788935437192,0.258227034634317,0.267509977296638,0.276135633655364,0.284115775000186,0.291462172620801
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Grassland Burning","Mt SO2/yr",0.012345651299,0.0165548239125407,0.0250121451500376,0.0334165502351431,0.0417279253912367,0.049707010166352,0.0574459811648467,0.064957925204043,0.07228267161901,0.0793536485569317
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Industrial Sector","Mt SO2/yr",3.43512264899999,3.70914203984272,4.22288038611988,4.80897125181385,4.72029133304055,4.5158149651743,4.28819662212192,3.9817,3.4525,2.89499999999999
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Peat Burning","Mt SO2/yr",0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923,0.005483784923
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Residential Commercial Other","Mt SO2/yr",0.307049088,0.274182485151736,0.191452403151231,0.138370878016969,0.0976573129092425,0.0742330013720704,0.0578654061806602,0.0470999999999999,0.043,0.0402
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Solvents Production and Application","Mt SO2/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Transportation Sector","Mt SO2/yr",0.120730353,0.125548120557264,0.116451163762888,0.120668945876739,0.108349821080038,0.0907468961671902,0.0754177840882454,0.0611999999999999,0.0478,0.0351
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|Sulfur|Waste","Mt SO2/yr",0.025248559,0.0252485586029999,0.0252485586029999,0.025248558603,0.0252485586029999,0.0252485586029999,0.025248558603,0.025248558603,0.0252485586029999,0.0252485586029999
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC","Mt VOC/yr",12.647424961335,12.9675642327882,13.2739295492252,13.0644256033029,12.9779321880548,12.714215272728,12.48501973383,12.2510933069785,11.9729036261392,11.6990956651468
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Agricultural Waste Burning","Mt VOC/yr",1.64321279355399,1.59442819538819,1.49204288000333,1.38509234106814,1.27807453846433,1.16818051716229,1.05898828686616,0.954108593611466,0.849127109350849,0.740967615386082
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Agriculture","Mt VOC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Energy Sector","Mt VOC/yr",2.3738111651,2.43161346517436,2.5009873769479,2.10039298569004,2.10568281534078,2.12237884017587,2.14590756164315,2.17819756346942,2.2061344763123,2.23693671354933
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Forest Burning","Mt VOC/yr",4.918208619173,4.93309922995582,4.97366554111642,5.00423155914222,5.02552001433432,5.01626802627039,4.99339712014173,4.96743616234541,4.93882450995829,4.90766055567275
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Grassland Burning","Mt VOC/yr",0.337641306908,0.400220226958047,0.526198340342672,0.651164670783775,0.774563989445238,0.892094567254873,1.0051622334892,1.11531516578314,1.22256064307501,1.32693066991954
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Industrial Sector","Mt VOC/yr",0.349820971,0.358984422978285,0.369187793165251,0.363168162163976,0.340246227388676,0.319760613885337,0.303435712111424,0.2871,0.2914,0.2942
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Peat Burning","Mt VOC/yr",0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916,0.1535364916
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Residential Commercial Other","Mt VOC/yr",0.230720277,0.255806292244335,0.266901566665029,0.285197238573519,0.270924564549669,0.237536244526192,0.208734654575013,0.178498109964343,0.145801643080263,0.113182048767227
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Solvents Production and Application","Mt VOC/yr",0.45594988,0.468783408965307,0.473374714994467,0.46640478054056,0.463832542825429,0.455396709458597,0.456558365200915,0.454262712186335,0.446822583741491,0.435289001728478
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Transportation Sector","Mt VOC/yr",1.588585975,1.73753336157565,1.82961079140318,1.93676824823241,1.84473052509652,1.63007161388592,1.43299233768863,1.22979999999999,0.9822,0.750499999999999
"AIM/CGE","SSP3-70 (Baseline)","R5.2REF","CMIP6 Emissions|VOC|Waste","Mt VOC/yr",0.595937482,0.633559137948174,0.688424052986984,0.718469125508238,0.720820479009902,0.718991648508608,0.726306970513783,0.732838508018402,0.736496169020991,0.739892568523393
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC","Mt BC/yr",0.0631119275072223,0.0638843740521748,0.0568301872386261,0.0496792713802836,0.0510108805365493,0.0519669408389693,0.0527440748410725,0.0538057422818359,0.0553178966467636,0.0565731053328152
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Agricultural Waste Burning","Mt BC/yr",9.47886712E-4,9.31298315259259E-4,0.00107774582613333,0.00103793367395555,0.00116447510874074,0.00111802759786666,0.00107158008699259,0.00102513257611851,0.00111849721742222,0.00106541434785185
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Energy Sector","Mt BC/yr",0.0032660983964977,0.00346321331268756,0.00374837573880688,0.00402859230696596,0.00409891715920458,0.00416759339212313,0.0042346210057216,0.0044,0.0047,0.005
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Forest Burning","Mt BC/yr",1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5,1.8046494E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Grassland Burning","Mt BC/yr",1.75063538999999E-4,1.79690815333333E-4,1.25963578666666E-4,1.32133280444444E-4,1.38302982222222E-4,1.44472684E-4,7.53211928888888E-5,7.84060437777777E-5,8.14908946666666E-5,8.45757455555555E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Industrial Sector","Mt BC/yr",0.00166597178481826,0.00211229152272121,0.00278485156542065,0.00335845680736158,0.00394260230072471,0.00448885584437226,0.00509617223906276,0.00569085798384807,0.00633502112901263,0.00732130115036235
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Residential Commercial Other","Mt BC/yr",0.0219509808037316,0.0212231666998897,0.0197675384922059,0.016719570259781,0.014657636588555,0.0127222792832145,0.0109134983437596,0.00923129377019023,0.0076756655625064,0.00624661372070813
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Transportation Sector","Mt BC/yr",0.0327243146691054,0.0335931017842144,0.0263532091583061,0.0214300821726885,0.0240364435180155,0.0263532091583061,0.0283803790935604,0.0304075490288148,0.0324347189640691,0.0338826974892507
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|BC|Waste","Mt BC/yr",0.00236356510806925,0.00236356510806925,0.00295445638508656,0.00295445638508656,0.00295445638508656,0.00295445638508656,0.00295445638508656,0.00295445638508656,0.00295445638508656,0.00295445638508656
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4","Mt CH4/yr",3.08355067142606,3.43047605437892,4.05555049471073,4.60809531468705,5.14601095132355,5.67257789753852,6.20279652671101,6.78035079889395,7.34648604136926,7.94590909879856
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Agricultural Waste Burning","Mt CH4/yr",0.00723477723599999,0.00914076993361399,0.013361900269436,0.0179982461905527,0.0231225092825832,0.0287255933218626,0.0347711329005025,0.0415106310645992,0.0489986359259854,0.0571503046096407
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Agriculture","Mt CH4/yr",1.06298141542329,1.1805034425268,1.3785778991929,1.54502022518796,1.70168549771688,1.85271519897559,2.00221445716152,2.16123663739287,2.32634286233639,2.49464713060942
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Energy Sector","Mt CH4/yr",0.107185381778554,0.123544379829478,0.155680891741655,0.191366221441687,0.22924549115494,0.269948745048324,0.315827313238228,0.367195682166127,0.422564938519494,0.488222036901427
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Forest Burning","Mt CH4/yr",1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4,1.23183495999999E-4
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Grassland Burning","Mt CH4/yr",0.001067321836,0.00108334695318518,0.00118975700005925,0.00122394391672098,0.00133676401046913,0.00137308760942222,0.0014094112083753,0.00153077803128888,0.00156923831253333,0.00160769859377777
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Industrial Sector","Mt CH4/yr",0.00676802575784628,0.00756004092158468,0.00822986461748955,0.00871939106310382,0.00890418196486078,0.00893660509468909,0.00908299296369837,0.00933287201750289,0.00943387448417401,0.00998375353797853
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Residential Commercial Other","Mt CH4/yr",0.157997931594762,0.16005412194383,0.160427656798507,0.156811119268127,0.150670281470178,0.142966066996847,0.13432933688458,0.126321014725566,0.118553308294679,0.111374991050321
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Transportation Sector","Mt CH4/yr",0.00876891043476384,0.0108460010148562,0.0142958105869922,0.0174210962287882,0.0197880650939748,0.0217352624725981,0.0234838383900296,0.0249,0.0252,0.025
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CH4|Waste","Mt CH4/yr",1.73142372386883,1.93762076775956,2.32366353100769,2.66941188789411,3.01113497713366,3.34605415452318,3.68155486046808,4.0482,4.3937,4.7578
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO","Mt CO/yr",2.55411812779745,2.69984076837743,2.75690265047584,2.70252372172562,2.96493377767401,3.21611822146798,3.48449782542563,3.77381779645731,4.12781937954311,4.54361124415529
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2","Mt CO2/yr",368.098512101052,415.978123642502,476.933739393051,529.105419622595,561.362284944686,582.115833435761,607.212778651483,637.359787050865,708.875687050865,813.707787050865
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Energy Sector","Mt CO2/yr",136.235931946266,153.980496401628,182.364964556197,216.002732801043,244.680004826063,268.335159045725,298.122822458035,334.695,390.8342,472.9851
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Industrial Sector","Mt CO2/yr",107.644710674655,121.515287905652,137.108287379019,147.980956052617,154.943065401758,160.300742220895,166.799875454396,173.3393,185.4058,205.7446
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Residential Commercial Other","Mt CO2/yr",60.4061572393402,65.8787620428942,69.0675316111162,68.6335291532535,63.2878054034727,56.5858963507566,48.9826062912869,41.2292,40.9454,40.9669
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Solvents Production and Application","Mt CO2/yr",0.135157283672377,0.144753287575608,0.158021522683941,0.167072060792296,0.174513220306192,0.181247692474475,0.187976619039077,0.1948,0.2013,0.2075
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Transportation Sector","Mt CO2/yr",63.0948679062529,73.8771369538864,87.6532472731686,95.7394425040227,97.6952090422205,96.1311010750435,92.53781077786,87.3198,90.9073,93.222
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO2|Waste","Mt CO2/yr",0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309,0.581687050865309
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Agricultural Waste Burning","Mt CO/yr",0.1305945204,0.194229116584781,0.33468726355683,0.487808311354459,0.653099771665312,0.828454183226893,1.01195517805045,1.20889021803572,1.42060854342849,1.64534013555828
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Energy Sector","Mt CO/yr",0.111455452336224,0.121171553518702,0.132989347697219,0.154666599840482,0.17170939920379,0.188967519363032,0.212300871131174,0.2371,0.2925,0.3734
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Forest Burning","Mt CO/yr",0.003102680541,0.00302109978022222,0.00254038956325926,0.00209593746219753,0.00168774347703703,0.00131580760777777,9.80129854419753E-4,9.07613622617283E-4,6.26323043111111E-4,3.81290579506172E-4
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Grassland Burning","Mt CO/yr",0.0277734729699999,0.0265888484710993,0.0243999093530343,0.0223734674022515,0.0200520243183817,0.0178346413975197,0.0157391313521196,0.013611015558452,0.0117206061624274,0.0100015493986807
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Industrial Sector","Mt CO/yr",0.245895443120231,0.272899180234002,0.293995849854135,0.295500134122701,0.313551545345493,0.328117419848438,0.34925077932878,0.37115462587351,0.3916642577303,0.433454008508268
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Residential Commercial Other","Mt CO/yr",1.30600052548766,1.29370255888928,1.17566181282831,0.956887321235795,0.928264206180756,0.889123951780435,0.84426315474881,0.8012,0.7733,0.7447
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Transportation Sector","Mt CO/yr",0.591118380470592,0.650050758427606,0.654450425151312,0.645014297835995,0.738391435011498,0.824127045772143,0.911830928488131,1.00277667089527,1.09922199670704,1.1981566076388
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|CO|Waste","Mt CO/yr",0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174,0.13817765247174
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3","Mt NH3/yr",0.894641492530967,0.91905819596986,0.964613130901784,0.997387783833312,1.02577615987284,1.04435213734196,1.05900864736591,1.07360798802894,1.11226043056775,1.15290548421261
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Agricultural Waste Burning","Mt NH3/yr",0.00267027042399999,0.00342669843910787,0.00510526936193321,0.00693302498417,0.00892649549901639,0.0110667012712859,0.0133840503052952,0.0158785426010443,0.0186122188881602,0.0215356915271402
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Agriculture","Mt NH3/yr",0.811041980625959,0.833849531069602,0.874609975903899,0.904193838985336,0.927696237715261,0.945280734439625,0.957428296564962,0.9691,1.0063,1.0441
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Energy Sector","Mt NH3/yr",0.00216137025407297,0.00243154153583209,0.00270171281759121,0.00324205538110946,0.0037823979446277,0.0037823979446277,0.0037823979446277,0.00405256922638682,0.00405256922638682,0.00405256922638682
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Forest Burning","Mt NH3/yr",3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5,3.254768E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Grassland Burning","Mt NH3/yr",3.34374257999999E-4,3.36804841037037E-4,3.41666007111111E-4,2.59895379888888E-4,2.63541254444444E-4,2.67187129E-4,1.80555335703703E-4,1.8298591874074E-4,1.85416501777777E-4,9.39235424074074E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Industrial Sector","Mt NH3/yr",0.00284082917754213,0.00317756494233731,0.00360613720384467,0.0040238247943016,0.00420341603608206,0.00448981019726903,0.00476804085516819,0.0049285839226104,0.00508368465452741,0.00534014597032571
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Residential Commercial Other","Mt NH3/yr",0.0117750668966518,0.0117750668966518,0.0134572193104591,0.0134572193104591,0.0151393717242665,0.0134572193104591,0.0134572193104591,0.0134572193104591,0.0117750668966518,0.0117750668966518
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Transportation Sector","Mt NH3/yr",0.00219048615495751,0.00243387350550834,0.00316403555716085,0.00365081025826252,0.00413758495936419,0.00438097230991502,0.00438097230991502,0.00438097230991502,0.00462435966046586,0.00438097230991502
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NH3|Waste","Mt NH3/yr",0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841,0.0615945670597841
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx","Mt NOx/yr",0.965204951625674,1.01462924327377,0.944920847181025,0.802207334636143,0.87513440081158,0.941613569861407,1.01898831868433,1.10472227013137,1.19713726063014,1.30993647779068
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Agricultural Waste Burning","Mt NOx/yr",0.00423333859,0.00632913924315095,0.0109427662525252,0.015957772657145,0.0213813835492284,0.0271522773865909,0.0331636406645454,0.0396475441299859,0.0465857498391582,0.0539327658295594
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Agriculture","Mt NOx/yr",0.0611599310187253,0.0638999330037979,0.0687076314194061,0.0723968710069404,0.0755322663493522,0.0781322787560563,0.0802153695364673,0.0825,0.0861,0.0897
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Energy Sector","Mt NOx/yr",0.17694111609232,0.18130719500942,0.174906973862784,0.159854698427879,0.162913346406397,0.162357268597986,0.165351498840425,0.170590934511691,0.176384034618409,0.189301449654402
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Forest Burning","Mt NOx/yr",6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5,6.9862052E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Grassland Burning","Mt NOx/yr",0.001465656891,0.00135714071265993,0.00126593228436363,0.00116483371318518,0.00105384499912457,9.32966142181818E-4,8.82416856592592E-4,7.4423024960606E-4,6.81318285414141E-4,5.25823928383838E-4
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Industrial Sector","Mt NOx/yr",0.0873171834277743,0.104243793187531,0.128452123780171,0.154237594105857,0.165259897063667,0.172635971041228,0.180158319957391,0.184816994511567,0.184263591158641,0.187753871649818
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Residential Commercial Other","Mt NOx/yr",0.229159618034752,0.224385406826714,0.160484616990759,0.0906849777809128,0.0825816080901659,0.0732924067028772,0.0635461211638594,0.0541,0.0523,0.0506
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Transportation Sector","Mt NOx/yr",0.384005540842576,0.412184068561977,0.379238235862489,0.286988020215697,0.34548948762512,0.40618783450596,0.474748384936523,0.5514,0.6299,0.7172
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|NOx|Waste","Mt NOx/yr",0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248,0.0208527046765248
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC","Mt OC/yr",0.0993733991666365,0.103041513850504,0.108517890222002,0.106835616562678,0.11193526990165,0.115557741834039,0.12004770578996,0.123829405236557,0.123375681946945,0.120758737236513
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Agricultural Waste Burning","Mt OC/yr",0.003120128305,0.00335124496015432,0.0035467997237037,0.00360901521387345,0.00378901164984567,0.00384011404888888,0.00400455215728395,0.00404454146520061,0.00408008553666666,0.00422229746280864
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Energy Sector","Mt OC/yr",0.00907962655489517,0.0108966173476154,0.0145924795587578,0.0201161787411082,0.0232420088869409,0.0265812558120338,0.0304200010307829,0.0336,0.0333,0.0316
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Forest Burning","Mt OC/yr",3.1684674E-4,3.08815379259259E-4,2.92752657777777E-4,2.76689936296296E-4,2.60627214814814E-4,0.0,0.0,0.0,0.0,0.0
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Grassland Burning","Mt OC/yr",0.001001301299,9.80134518385965E-4,9.27289861239766E-4,9.21889724502924E-4,8.44519176881091E-4,7.53133834701754E-4,6.47733697964912E-4,6.03792876194931E-4,5.52844657146198E-4,4.94889040818713E-4
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Industrial Sector","Mt OC/yr",0.00196801470521488,0.00212956815116535,0.00224706156640206,0.00229112159711583,0.00208550812045159,0.00186520796688276,0.00164490781331393,0.00143929433664968,0.00123368085998544,0.00104275406022579
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Residential Commercial Other","Mt OC/yr",0.0553979523941142,0.0553979523941142,0.0530101096185058,0.0448914441814374,0.0444138756263157,0.0429811699609507,0.0415484642955856,0.0401157586302206,0.0386830529648556,0.0367727787443689
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Transportation Sector","Mt OC/yr",0.0137487148257792,0.0152363667571773,0.0154753793073237,0.0163032592400534,0.0188737012981093,0.0211108422822903,0.0233560288667377,0.0256,0.0271,0.0282
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|OC|Waste","Mt OC/yr",0.014740814342633,0.014740814342633,0.0184260179282912,0.0184260179282912,0.0184260179282912,0.0184260179282912,0.0184260179282912,0.0184260179282912,0.0184260179282912,0.0184260179282912
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur","Mt SO2/yr",2.0344791800914,2.12476390521088,2.08234903286254,2.14053817689611,2.06797302693904,1.98521698129086,1.93901763610557,1.87699359779143,1.78613298251552,1.73207114404128
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Agricultural Waste Burning","Mt SO2/yr",5.44134076E-4,8.68059527523034E-4,0.00158189126360975,0.00236861970078048,0.00320749723490514,0.00411553344946341,0.00509272834445528,0.00608749299618428,0.007196089384,0.00830842379246612
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Energy Sector","Mt SO2/yr",1.41483443604332,1.43527253231036,1.32415837317041,1.31350753408187,1.266874130505,1.22427077415082,1.20930202732367,1.1842581624398,1.14021550350609,1.11718666223356
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Forest Burning","Mt SO2/yr",3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5,3.6639689E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Grassland Burning","Mt SO2/yr",1.81752533E-4,1.82428365111111E-4,1.83780029333333E-4,1.85131693555555E-4,9.32416788888889E-5,9.3917511E-5,9.45933431111111E-5,9.52691752222222E-5,9.59450073333333E-5,9.66208394444444E-5
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Industrial Sector","Mt SO2/yr",0.337397520893008,0.393407736376098,0.463838076952911,0.531150552650435,0.533321922834226,0.520460730207156,0.510271993190905,0.488391262877318,0.45058715121593,0.420967434862677
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Residential Commercial Other","Mt SO2/yr",0.253004667691221,0.260654643137777,0.248753830719999,0.242307780866666,0.203738373444444,0.165327223479999,0.131281271715555,0.101458344877777,0.0757162696933333,0.0549237392555555
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Transportation Sector","Mt SO2/yr",0.0266619021596365,0.032523738799007,0.0419783140312766,0.0491637912078014,0.0588830945465744,0.0690940357974255,0.0811202554928723,0.0948482987301276,0.110467257013836,0.128733496362581
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|Sulfur|Waste","Mt SO2/yr",0.00181812700620712,0.001818127006,0.001818127006,0.001818127006,0.001818127006,0.001818127006,0.001818127006,0.001818127006,0.001818127006,0.001818127006
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|VOC","Mt VOC/yr",0.456145036296272,0.484366838002337,0.497764630120491,0.494267847160899,0.541275541251218,0.581411293815043,0.616931812834396,0.647509471221509,0.667942370186579,0.683682620843826
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|VOC|Agricultural Waste Burning","Mt VOC/yr",0.02770303323,0.0317433840074454,0.0402069646554025,0.0489766260235407,0.0581119326042252,0.0676426666436382,0.0773741265291096,0.0878241590136317,0.0990404495831723,0.110850159533645
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|VOC|Energy Sector","Mt VOC/yr",0.0455619116594858,0.0598462582857532,0.0900233605349083,0.127288201201788,0.149066941498664,0.166806977072897,0.179927788284197,0.186690644810242,0.184314899012355,0.173633163221556
"AIM/CGE","SSP3-70 (Baseline)","TUR","CMIP6 Emissions|VOC|Forest Burning","Mt VOC/yr",5.98591859999999E-4,2.91914599259259E-4,2.77151937777777E-4,2.62389276296296E-4,2.47626614814814E-4,2.32863953333333E-4,2.18101291851851E-4,2.0333863037037E-4,0.0,0.0
